length_cm,year,pond,station,month
18,2021,NP,NP3,3
26,1999,PJ,PJ2,1
30,1999,PJ,PJ1,1
35,1999,PP,PP3,3
32,2001,PJ,PJ2,2
28,1999,PP,PP3,4
36,2000,PJ,PJ3,3
26,1999,PJ,PJ1,2
20,1999,PJ,PJ4,3
43,1999,PJ,PJ1,2
32,1999,PJ,PJ1,1
37,2000,PJ,PJ2,3
35,1999,PJ,PJ2,1
39,1999,PJ,PJ2,2
29,1999,PJ,PJ1,1
32,2001,PJ,PJ2,2
40,1999,PJ,PJ1,2
21,1999,PJ,PJ1,2
24.8,2024,NP,NP3,1
39,1999,PJ,PJ2,3
28,1999,PP,PP4,4
25,1999,PJ,PJ1,1
23,2001,PJ,PJ1,2
36,1999,PP,PP2,3
24,1999,PJ,PJ1,2
34,1999,PJ,PJ1,2
35,1999,PJ,PJ1,2
29,2006,PJ,PJ1,1
26,2006,PJ,PJ3,4
36,1999,PJ,PJ2,1
23,2006,PJ,PJ2,1
20,2005,PJ,PJ2,4
29,1999,PJ,PJ1,3
19,2006,PJ,PJ2,1
30,2006,PJ,PJ3,4
22,2006,PJ,PJ2,1
17.2,2024,PP,PP3,1
27.5,2023,NP,NP3,1
31,2001,PJ,PJ2,2
32,1999,PJ,PJ3,2
30,1999,PJ,PJ2,1
15.8,2024,NP,NP3,1
35,2000,PJ,PJ2,3
36,1999,PJ,PJ1,2
27,2005,PJ,PJ1,4
23,2006,PJ,PJ2,1
23,1999,PJ,PJ1,2
36,2000,PJ,PJ2,3
29,2006,PJ,PJ1,1
23,1999,PJ,PJ1,2
16,1999,PJ,PJ1,1
22,2006,PJ,PJ2,1
33,2006,PJ,PJ2,2
25,1999,PJ,PJ1,2
41,2000,PJ,PJ2,3
16,1999,PJ,PJ2,1
35,1999,PJ,PJ3,2
23,2002,PJ,PJ3,3
39,1999,PJ,PJ1,3
38,2001,PJ,PJ2,2
40,1999,PJ,PJ2,2
43,2000,PJ,PJ2,3
38,1999,PJ,PJ2,2
24,2006,PJ,PJ2,1
19,1999,PJ,PJ1,1
23.3,2023,NP,NP3,1
31,1999,PJ,PJ2,2
20,2006,PJ,PJ2,1
16,2002,PJ,PJ3,3
29,1999,PJ,PJ1,2
30,1999,PJ,PJ3,2
36,2000,PJ,PJ3,3
14.1,2023,NP,NP3,1
27,1999,PJ,PJ2,1
24,1999,PJ,PJ1,1
25,1999,PJ,PJ1,3
36,1999,PJ,PJ2,3
40,1999,PJ,PJ1,2
29,2005,PJ,PJ2,4
29,1999,PJ,PJ2,1
22,1999,PJ,PJ1,2
20.5,2019,NP,NP1,4
27,1999,PJ,PJ1,1
30,1999,PJ,PJ2,2
42,1999,PJ,PJ2,1
37,1999,PJ,PJ2,2
15,2000,PJ,PJ2,3
35,1999,PJ,PJ1,1
38,1999,PJ,PJ2,1
13.7,2023,NP,NP3,1
28,1999,PJ,PJ2,1
28,2006,PJ,PJ2,2
35,1999,PJ,PJ2,2
28,2006,PJ,PJ2,1
32,2001,PJ,PJ2,2
21,1999,PJ,PJ3,2
39,2000,PJ,PJ2,3
28,1999,PJ,PJ1,2
26,2002,PJ,PJ2,3
23,2001,PJ,PJ2,2
22,1999,PJ,PJ1,1
37,1999,PJ,PJ3,2
36,1999,PJ,PJ2,1
37,1999,PJ,PJ2,1
16,2006,PJ,PJ2,1
38,2001,PJ,PJ2,3
32,1999,PJ,PJ1,1
29,1999,PJ,PJ1,2
32,1999,PJ,PJ1,3
23,2006,PJ,PJ2,1
34,1999,PJ,PJ2,2
39,2005,PJ,PJ2,4
18,1999,PJ,PJ2,1
16,2023,NP,NP3,1
42,2000,PJ,PJ2,3
26,2000,PJ,PJ2,3
35,1999,PJ,PJ1,2
36,2000,PJ,PJ3,3
25,2002,PJ,PJ2,3
43,1999,PJ,PJ1,1
25,2006,PJ,PJ2,1
31,1999,PJ,PJ3,2
36,1999,PJ,PJ1,3
36,1999,PJ,PJ2,1
40,1999,PJ,PJ1,2
37,1999,PJ,PJ2,2
39,2002,PJ,PJ2,2
29,1999,PJ,PJ1,1
17,2006,PJ,PJ2,1
35,2000,PJ,PJ2,3
37,1999,PJ,PJ2,2
17,2006,PJ,PJ1,1
35,1999,PP,PP3,3
14.6,2023,NP,NP3,1
31,2001,PJ,PJ2,2
37,2000,PJ,PJ2,2
33,1999,PJ,PJ1,3
27,1999,PJ,PJ2,2
22,1999,PJ,PJ2,1
23,1999,PJ,PJ2,1
22,1999,PJ,PJ1,2
27,1999,PJ,PJ2,2
30,1999,PJ,PJ3,2
27,1999,PJ,PJ2,1
33,2001,PJ,PJ2,2
16,2000,PJ,PJ2,3
22,2006,PJ,PJ1,1
39,2000,PJ,PJ2,2
24,1999,PJ,PJ1,2
36,1999,PJ,PJ1,2
28,1999,PJ,PJ2,1
31,1999,PJ,PJ2,1
26,1999,PJ,PJ1,1
20,2006,PJ,PJ2,1
23,1999,PJ,PJ1,1
35,1999,PJ,PJ2,1
29,1999,PJ,PJ1,1
35,2005,PJ,PJ2,4
15.5,2023,NP,NP3,1
25,2000,PJ,PJ3,3
29,1999,PJ,PJ1,1
27,1999,PJ,PJ2,1
28,1999,PJ,PJ3,2
36,2001,PJ,PJ1,2
31,1999,PJ,PJ1,1
20,2006,PJ,PJ2,1
26,2002,PJ,PJ2,2
41,2001,PJ,PJ2,2
37,1999,PJ,PJ3,2
22,1999,PJ,PJ1,1
25,1999,PJ,PJ2,1
37,2000,PJ,PJ3,3
27,2006,PJ,PJ2,1
24,1999,PJ,PJ1,1
26,1999,PJ,PJ2,2
40,1999,PJ,PJ2,2
37,2000,PJ,PJ3,3
30,2006,PJ,PJ2,1
29,2006,PJ,PJ2,1
26,1999,PJ,PJ1,1
35,2001,PJ,PJ2,2
36,1999,PJ,PJ3,2
29,1999,PJ,PJ2,1
27,1999,PJ,PJ1,1
37,1999,PJ,PJ2,1
36,2001,PJ,PJ1,2
20,1999,PJ,PJ1,1
39,2001,PJ,PJ2,2
28,1999,PJ,PJ1,2
32,2001,PJ,PJ1,2
30,2006,PJ,PJ2,1
18,2001,PJ,PJ2,3
26,1999,PJ,PJ1,1
26,1999,PJ,PJ2,2
30,1999,PJ,PJ2,1
28,1999,PJ,PJ1,1
30,1999,PJ,PJ3,2
29,1999,PJ,PJ3,2
39,2001,PJ,PJ2,2
26,2001,PJ,PJ2,2
28,1999,PJ,PJ1,1
28,1999,PJ,PJ2,2
42,1999,PJ,PJ1,1
29,1999,PJ,PJ2,1
25,1999,PJ,PJ3,2
40,2000,PJ,PJ2,2
28,1999,PJ,PJ2,1
34,2001,PJ,PJ1,2
39,1999,PJ,PJ3,2
37,1999,PJ,PJ2,1
25,2000,PJ,PJ3,3
38,2001,PJ,PJ2,2
25,1999,PJ,PJ2,1
19,2006,PJ,PJ1,1
37,1999,PJ,PJ2,1
21,2006,PJ,PJ2,1
28,1999,PJ,PJ1,1
36,1999,PJ,PJ2,1
37,2001,PJ,PJ1,2
39,2000,PJ,PJ2,3
42,1999,PJ,PJ1,1
39,1999,PJ,PJ3,2
38,1999,PJ,PJ1,1
32,1999,PJ,PJ2,1
35,2001,PJ,PJ2,2
28,1999,PJ,PJ1,2
35,2001,PJ,PJ2,2
39,2001,PJ,PJ1,2
29,1999,PJ,PJ2,1
34,1999,PJ,PJ2,1
24,2006,PJ,PJ2,1
35,1999,PJ,PJ1,1
34,1999,PJ,PJ2,2
35,2001,PJ,PJ2,2
39,1999,PJ,PJ2,1
28,1999,PJ,PJ3,2
27,2001,PJ,PJ1,2
35,1999,PJ,PJ1,2
24,1999,PJ,PJ1,2
34,2006,PJ,PJ2,1
38,1999,PJ,PJ1,1
24,2000,PJ,PJ3,3
25,2006,PJ,PJ2,1
36,2000,PJ,PJ2,2
42,2001,PJ,PJ2,2
16,2006,PJ,PJ2,1
38,1999,PJ,PJ1,2
25,1999,PJ,PJ1,1
23,1999,PJ,PJ1,1
29,1999,PJ,PJ2,1
34,2000,PJ,PJ2,2
35,2001,PJ,PJ1,2
40,1999,PJ,PJ1,1
26,2006,PJ,PJ2,1
27,1999,PJ,PJ2,1
36,1999,PJ,PJ3,2
39,1999,PJ,PJ2,1
39,2001,PJ,PJ2,2
29,1999,PJ,PJ1,2
33,1999,PJ,PJ2,1
39,2001,PJ,PJ2,2
35,1999,PJ,PJ3,2
37,2001,PJ,PJ1,2
17,1999,PJ,PJ2,2
36,1999,PJ,PJ1,2
35,1999,PJ,PJ2,1
41,1999,PJ,PJ1,2
20,1999,PJ,PJ1,1
30,1999,PJ,PJ2,1
27,2006,PJ,PJ2,1
26,1999,PJ,PJ1,2
22,1999,PJ,PJ3,2
25,1999,PJ,PJ1,1
25,2001,PJ,PJ2,2
30,1999,PJ,PJ3,2
31,1999,PJ,PJ2,1
34,2001,PJ,PJ2,2
38,1999,PJ,PJ1,2
18,1999,PJ,PJ2,1
23,1999,PJ,PJ1,2
17,2006,PJ,PJ2,1
28,1999,PJ,PJ1,1
46,2001,PJ,PJ1,2
36,2001,PJ,PJ2,2
24,2006,PJ,PJ1,1
37,1999,PJ,PJ3,2
31,1999,PJ,PJ3,2
41,2001,PJ,PJ2,2
37,1999,PJ,PJ2,2
15,1999,PJ,PJ2,1
38,1999,PJ,PJ2,1
39,1999,PJ,PJ3,2
16,2006,PJ,PJ2,1
43,2001,PJ,PJ1,2
32,1999,PJ,PJ1,1
31,1999,PJ,PJ1,1
21,1999,PJ,PJ2,1
40,1999,PJ,PJ1,1
38,2001,PJ,PJ2,2
40,2001,PJ,PJ1,2
35,1999,PJ,PJ2,1
24,1999,PJ,PJ1,2
38,1999,PJ,PJ3,2
40,1999,PJ,PJ1,2
30,1999,PJ,PJ1,1
34,2001,PJ,PJ2,2
34,1999,PJ,PJ2,1
39,2001,PJ,PJ2,2
40,1999,PJ,PJ2,1
29,1999,PJ,PJ1,1
33,1999,PJ,PJ2,1
38,2001,PJ,PJ1,2
18,2006,PJ,PJ2,1
34,1999,PJ,PJ2,1
22,1999,PJ,PJ2,1
33,2001,PJ,PJ2,2
35,1999,PJ,PJ3,2
26,1999,PJ,PJ2,1
36,1999,PJ,PJ2,2
40,2000,PJ,PJ3,3
24,2006,PJ,PJ2,1
35,1999,PJ,PJ2,1
36,2000,PJ,PJ3,3
35,1999,PJ,PJ2,1
34,1999,PJ,PJ3,2
35,1999,PJ,PJ2,1
16,1999,PJ,PJ1,1
17,2006,PJ,PJ2,1
30,1999,PJ,PJ1,1
19,1999,PJ,PJ1,2
33,1999,PJ,PJ2,1
35,1999,PJ,PJ3,2
23,2006,PJ,PJ2,1
39,2000,PJ,PJ3,3
30,1999,PJ,PJ2,1
30,1999,PJ,PJ2,1
38,1999,PJ,PJ2,1
35,2001,PJ,PJ2,2
38,1999,PJ,PJ2,2
26,1999,PJ,PJ1,1
25,1999,PJ,PJ1,2
39,1999,PJ,PJ3,2
33,1999,PJ,PJ2,1
40,1999,PJ,PJ2,1
26,1999,PJ,PJ1,1
21,2006,PJ,PJ2,1
40,1999,PJ,PJ2,2
29,1999,PJ,PJ2,1
41,1999,PJ,PJ2,1
33,1999,PJ,PJ1,1
32,2001,PJ,PJ2,2
20,1999,PJ,PJ1,1
29,1999,PJ,PJ3,2
37,1999,PJ,PJ2,1
39,1999,PJ,PJ3,2
44,1999,PJ,PJ3,2
35,1999,PJ,PJ1,2
20,1999,PJ,PJ1,1
22,1999,PJ,PJ2,1
39,1999,PJ,PJ3,2
38,1999,PJ,PJ1,1
35,2000,PJ,PJ3,3
19,2001,PJ,PJ2,2
24,1999,PJ,PJ2,1
35,1999,PJ,PJ3,2
23,1999,PJ,PJ1,1
31,1999,PJ,PJ2,1
25,1999,PJ,PJ1,2
28,1999,PJ,PJ1,1
36,2001,PJ,PJ2,2
19,2006,PJ,PJ2,1
23,1999,PJ,PJ2,1
40,1999,PJ,PJ2,1
22,1999,PJ,PJ3,2
28,1999,PJ,PJ3,2
22,1999,PJ,PJ1,1
22,1999,PJ,PJ2,1
29,2006,PJ,PJ2,1
38,2001,PJ,PJ2,2
38,2000,PJ,PJ3,3
35,1999,PJ,PJ2,1
35,1999,PJ,PJ3,2
24,1999,PJ,PJ1,2
35,2001,PJ,PJ2,2
17,1999,PJ,PJ2,1
17,2006,PJ,PJ2,1
21,1999,PJ,PJ1,1
26,1999,PJ,PJ1,1
38,1999,PJ,PJ3,2
31,2001,PJ,PJ2,2
30,1999,PJ,PJ2,1
37,1999,PJ,PJ2,1
35,1999,PJ,PJ3,2
34,1999,PJ,PJ2,1
24,1999,PJ,PJ1,1
36,1999,PJ,PJ2,1
34,1999,PJ,PJ1,2
26,1999,PJ,PJ1,2
41,1999,PJ,PJ1,1
36,2000,PJ,PJ3,3
31,1999,PJ,PJ2,1
38,2001,PJ,PJ2,2
31,1999,PJ,PJ2,1
40,1999,PJ,PJ1,2
35,1999,PJ,PJ1,1
24,1999,PJ,PJ1,1
26,1999,PJ,PJ1,2
36,1999,PJ,PJ2,1
19,1999,PJ,PJ2,1
23,1999,PJ,PJ1,2
34,1999,PJ,PJ1,1
43,1999,PJ,PJ2,1
28,1999,PJ,PJ1,2
21,1999,PJ,PJ2,1
32,1999,PJ,PJ1,1
31,1999,PJ,PJ2,1
33,1999,PJ,PJ1,1
36,2000,PJ,PJ3,3
38,2000,PJ,PJ3,3
36,2000,PJ,PJ3,3
36,2000,PJ,PJ3,3
33,1999,PJ,PJ2,1
31,2001,PJ,PJ2,2
33,1999,PJ,PJ2,1
35,2001,PJ,PJ2,2
35,1999,PJ,PJ2,1
38,2001,PJ,PJ2,2
32,1999,PJ,PJ2,1
36,2001,PJ,PJ2,2
28,2001,PJ,PJ2,2
42,1999,PJ,PJ2,1
42,1999,PJ,PJ2,1
41,2001,PJ,PJ2,2
45,1999,PJ,PJ2,1
28,1999,PJ,PJ2,1
38,2001,PJ,PJ2,2
37,1999,PJ,PJ2,1
35,1999,PJ,PJ2,1
33,2001,PJ,PJ2,2
37,1999,PJ,PJ2,1
34,1999,PJ,PJ2,1
35,2001,PJ,PJ2,2
37,1999,PJ,PJ2,1
19,2001,PJ,PJ2,2
36,2001,PJ,PJ2,2
38,1999,PJ,PJ2,1
30,2001,PJ,PJ2,2
35,2001,PJ,PJ2,2
38,1999,PJ,PJ2,1
38,2001,PJ,PJ2,2
33,1999,PJ,PJ2,1
25,2001,PJ,PJ2,2
37,1999,PJ,PJ2,1
29,2001,PJ,PJ2,2
38,2001,PJ,PJ2,2
24,1999,PJ,PJ2,1
30,2001,PJ,PJ2,2
39,2001,PJ,PJ2,2
22,2001,PJ,PJ2,2
31,2001,PJ,PJ2,2
34,2016,PJ,PJ6,4
24,2013,NP,NP2,2
27,2007,PJ,PJ1,2
41,1999,PJ,PJ3,2
37,2011,PJ,PJ2,2
43,2002,PJ,PJ2,2
36.5,2009,PJ,PJ6,3
41,2014,PJ,PJ3,3
29,2023,NP,NP5,1
34.1,2020,NP,NP1,3
28,2013,PJ,PJ3,3
38,2000,PP,PP1,3
24.8,2022,PP,PP1,2
32,2013,PP,PP1,2
37,2018,PP,PP1,3
27.5,2007,PJ,PJ3,3
21.7,2022,NP,NP1,3
38,2006,PJ,PJ1,3
38,2000,PJ,PJ2,3
19.3,2024,PP,PP3,3
34,2005,PJ,PJ2,4
27,2017,PP,PP1,2
24,2015,PP,PP1,3
18,2022,NP,NP1,3
14,2000,PJ,PJ3,2
38,1999,PP,PP3,3
26.6,2023,PP,PP3,2
38,2001,PJ,PJ2,2
39,2000,PJ,PJ3,3
37,1999,PP,PP2,3
38,1999,PP,PP2,3
25.6,2022,NP,NP3,3
38.5,2009,PJ,PJ6,4
39,2001,PJ,PJ2,2
24,1999,PJ,PJ4,3
35,2006,PJ,PJ3,4
22,2023,NP,NP1,2
35,2007,PJ,PJ1,4
23,2012,PP,PP1,4
38.7,2020,NP,NP3,3
37,1999,PJ,PJ2,3
18.1,2016,PP,PP1,4
23.8,2023,PP,PP1,2
24.3,2021,NP,NP1,3
36,1999,PJ,PJ4,3
18.5,2023,NP,NP3,2
42,2000,PP,PP3,3
25,1999,PP,PP1,3
35,1999,PP,PP3,4
33,1999,PP,PP2,3
34,2000,PP,PP2,3
19.4,2023,NP,NP1,3
40,1999,PP,PP4,4
42,2001,PJ,PJ2,2
33,1999,PP,PP2,4
27.5,2015,PJ,PJ6,3
33,1999,PJ,PJ3,2
37,1999,PJ,PJ1,2
38,1999,PP,PP3,3
16.2,2022,NP,NP6,2
27,2024,NP,NP1,4
40,2001,PJ,PJ1,2
36,2007,PJ,PJ1,3
38,2008,PJ,PJ2,2
30,2006,PJ,PJ1,2
33,2005,PJ,PJ2,4
18,2015,PP,PP1,3
34.5,2009,PJ,PJ2,3
35,2008,PJ,PJ4,1
40,2009,PJ,PJ6,4
21.7,2022,NP,NP6,2
21,2023,NP,NP5,2
38,2006,PJ,PJ1,2
36,2011,PJ,PJ6,4
32,2007,PJ,PJ2,3
39,2007,PJ,PJ1,4
47,2000,PJ,PJ3,3
23,1999,PJ,PJ4,3
29.5,2009,PJ,PJ3,4
34,2007,PJ,PJ6,4
36,2006,PJ,PJ2,3
35,1999,PJ,PJ1,3
39.2,2020,NP,NP1,3
28,2013,PP,PP1,3
31.5,2009,PJ,PJ3,4
38,2013,NP,NP2,1
29,2021,NP,NP3,3
19,2005,PJ,PJ2,4
36,1999,PP,PP1,3
33,2007,PJ,PJ3,4
38,2006,PJ,PJ1,4
37,2006,PJ,PJ3,4
45,2009,PJ,PJ6,4
39,2000,PJ,PJ2,3
34,2005,PJ,PJ2,4
26.3,2024,PP,PP3,1
41,2020,NP,NP3,3
26,2010,PJ,PJ6,1
20,1999,PJ,PJ4,3
37,2006,PJ,PJ3,4
30,2008,PJ,PJ1,4
38,2008,PJ,PJ2,4
29,2003,PJ,PJ1,4
37,1999,PP,PP2,3
31,2009,PJ,PJ6,4
24,2007,PJ,PJ1,4
35,1999,PP,PP1,3
29,2007,PJ,PJ2,4
39,2009,PJ,PJ3,4
38,2010,PJ,PJ6,3
46,2002,PJ,PJ3,3
32,1999,PJ,PJ3,3
32,2013,PP,PP1,3
19.9,2024,PP,PP3,2
36,2020,NP,NP1,3
35,2014,PJ,PJ3,4
32,2001,PJ,PJ1,3
27,2005,PJ,PJ2,4
32,1999,PJ,PJ4,3
30.5,2009,PJ,PJ6,4
19,2007,PJ,PJ6,4
35,2011,PJ,PJ2,3
23.6,2021,NP,NP1,3
35,2006,PJ,PJ3,4
32,2006,PJ,PJ2,2
39,1999,PP,PP2,3
38,1999,PP,PP3,4
27,2006,PJ,PJ1,2
36,1999,PP,PP4,4
28.4,2021,NP,NP1,3
19,2015,PP,PP1,4
46,1999,PP,PP3,3
27.7,2021,NP,NP3,3
35,2008,PJ,PJ3,3
38,2011,PJ,PJ2,3
36,2000,PP,PP3,3
27,2012,PJ,PJ6,3
34,2009,PJ,PJ1,4
19.9,2015,PJ,PJ3,4
36,2005,PJ,PJ1,3
39,2000,PP,PP2,3
31,2006,PJ,PJ3,4
37,2011,PJ,PJ1,2
32.5,2020,NP,NP1,3
36.4,2019,PJ,PJ6,2
37,1999,PP,PP2,3
33,2012,PJ,PJ6,3
36,2001,PJ,PJ2,2
25.5,2017,PP,PP1,3
36,2000,PP,PP1,3
37,2002,PJ,PJ2,3
29.5,2020,PP,PP1,2
41,2017,PP,PP1,2
37,2000,PP,PP3,3
33,2012,PJ,PJ2,3
45,1999,PP,PP2,3
41,1999,PJ,PJ4,3
28,2024,NP,NP7,3
17,1999,PJ,PJ4,3
35,2012,PJ,PJ2,3
35,2007,PJ,PJ3,3
42,2000,PJ,PJ3,3
41,2000,PJ,PJ3,3
22.3,2024,PP,PP3,2
38,1999,PJ,PJ3,2
37,2000,PP,PP1,3
41,2000,PJ,PJ2,3
38,1999,PJ,PJ2,2
31,2013,NP,NP1,2
38.5,2020,NP,NP1,3
16.5,2020,NP,NP1,3
25,1999,PJ,PJ4,3
21.5,2020,NP,NP2,2
32.1,2020,NP,NP2,2
42.5,2019,NP,NP1,3
44,2020,NP,NP3,3
40,2001,PJ,PJ2,3
43.5,2020,NP,NP1,2
28,2010,PJ,PJ6,3
32,2006,PJ,PJ2,2
35,2007,PJ,PJ1,2
24,2006,PJ,PJ2,2
27,2006,PJ,PJ2,2
38.2,2020,NP,NP1,3
23.4,2019,PJ,PJ6,2
28,2013,PP,PP1,2
39,2002,PJ,PJ2,2
43,2001,PJ,PJ1,3
30,2011,PJ,PJ2,3
42,2007,PJ,PJ1,4
32,2003,PJ,PJ2,5
25,2009,PJ,PJ3,4
40,2006,PJ,PJ3,4
34,2007,PJ,PJ1,4
41,2007,PJ,PJ6,4
30,2007,PJ,PJ1,4
21,2005,PJ,PJ2,4
35,1999,PP,PP2,3
20.3,2024,PP,PP3,2
37,2007,PJ,PJ6,4
32,2009,PJ,PJ6,4
34,2007,PJ,PJ2,3
38,2007,PJ,PJ3,4
43.3,2024,NP,NP7,2
40,2008,PJ,PJ3,3
39,2005,PJ,PJ2,4
25,2001,PJ,PJ2,4
28,2009,PJ,PJ1,4
27,2003,PJ,PJ2,4
38,2000,PP,PP3,3
34.5,2009,PJ,PJ6,4
40,2009,PJ,PJ3,4
16.1,2024,NP,NP1,1
26,2014,PJ,PJ3,3
30,2009,PJ,PJ3,4
39,1999,PP,PP3,4
26,1999,PP,PP1,3
36,1999,PP,PP2,3
31,2005,PJ,PJ2,4
41,2009,PJ,PJ6,4
18,2019,NP,NP1,4
23,2024,PP,PP3,3
26,1999,PP,PP2,3
22,2007,PJ,PJ1,4
36,1999,PP,PP1,3
39,1999,PJ,PJ4,3
21,2005,PJ,PJ2,4
35,2000,PP,PP2,3
35,2006,PJ,PJ3,4
38,2009,PJ,PJ3,4
32,1999,PP,PP3,3
32.5,2009,PJ,PJ2,4
30,2021,NP,NP3,4
30,1999,PP,PP4,4
26,2007,PJ,PJ1,4
28.4,2022,NP,NP1,3
25,2023,NP,NP1,2
19.7,2023,NP,NP7,3
39,1999,PP,PP3,4
35,1999,PP,PP2,4
30.6,2023,PJ,PJ6,2
38,2000,PP,PP2,3
42,2000,PP,PP1,3
18.9,2023,NP,NP7,3
28.8,2023,NP,NP3,2
30.1,2024,NP,NP3,1
35.5,2020,NP,NP1,3
30,2007,PJ,PJ3,5
38,1999,PP,PP4,4
24.1,2023,NP,NP3,3
23.5,2024,PP,PP1,2
19,2000,PP,PP2,3
39,2013,NP,NP1,2
22.6,2020,NP,NP1,3
22,2012,PP,PP1,3
25,2022,NP,NP1,2
36,2008,PJ,PJ2,4
43,2002,PJ,PJ3,2
26,1999,PJ,PJ1,2
30,2011,PJ,PJ6,4
34,1999,PP,PP3,3
27,2002,PJ,PJ3,3
40,2015,NP,NP1,4
38,2003,PJ,PJ2,5
33,2003,PJ,PJ1,2
38,2002,PJ,PJ2,3
24.2,2024,NP,NP3,1
38,1999,PP,PP3,3
33,1999,PP,PP2,3
41,2000,PP,PP3,3
26,2007,PJ,PJ3,3
32,2006,PJ,PJ1,2
28.6,2023,NP,NP3,3
35,2009,PJ,PJ3,4
25.9,2022,NP,NP1,2
41,1999,PJ,PJ1,2
34,1999,PJ,PJ4,3
39.1,2020,NP,NP1,3
34,1999,PP,PP3,4
35,2012,PJ,PJ2,3
24,2006,PJ,PJ1,1
39.8,2019,NP,NP1,3
41,1999,PP,PP1,3
31.3,2007,PJ,PJ3,3
29,2003,PJ,PJ3,3
27,2001,PJ,PJ3,3
25.7,2017,PP,PP1,3
39,2014,PJ,PJ3,3
18,2007,PJ,PJ6,4
40,2002,PJ,PJ2,1
16.8,2022,NP,NP1,3
28,1999,PJ,PJ2,1
20,2007,PJ,PJ1,4
35,2000,PJ,PJ2,3
37,2005,PJ,PJ2,4
24,1999,PP,PP1,3
28,2015,PP,PP1,4
28,1999,PJ,PJ3,2
23,2006,PJ,PJ1,4
33,2007,PJ,PJ2,3
39,2006,PJ,PJ1,3
31,1999,PP,PP2,3
38,1999,PP,PP3,3
32,2008,PJ,PJ1,2
28,2006,PJ,PJ3,4
28,2007,PJ,PJ1,2
43,2002,PJ,PJ2,2
19.7,2024,NP,NP7,2
26,2011,PJ,PJ2,3
39,2000,PP,PP1,3
40,2000,PP,PP4,3
35,1999,PJ,PJ4,3
27,2007,PJ,PJ6,3
39,1999,PJ,PJ3,2
38,2000,PP,PP2,3
33.5,2009,PJ,PJ6,4
38,2000,PJ,PJ3,3
32.3,2020,NP,NP3,3
36,2005,PJ,PJ2,4
36,2007,PJ,PJ3,4
38,1999,PP,PP1,3
36,1999,PJ,PJ1,3
18,2005,PJ,PJ2,4
18,2006,PJ,PJ2,1
36,2006,PJ,PJ3,4
33,1999,PP,PP4,4
27,1999,PP,PP2,3
36,2002,PJ,PJ3,2
27.7,2021,PP,PP1,3
40,2011,PJ,PJ1,2
34,2005,PJ,PJ2,4
39,1999,PJ,PJ2,1
26.2,2024,NP,NP1,2
40,2000,PP,PP3,3
35.5,2009,PJ,PJ6,4
36,1999,PP,PP2,3
39,2006,PJ,PJ1,4
30,2012,NP,NP1,3
34,1999,PP,PP1,3
30.5,2020,NP,NP1,3
43,1999,PP,PP2,4
39,1999,PP,PP4,4
41,1999,PJ,PJ4,3
20,2007,PJ,PJ1,4
35.9,2020,NP,NP1,3
38,2000,PP,PP1,3
20.2,2023,NP,NP1,1
38,2006,PJ,PJ3,4
43,2000,PP,PP1,3
34,1999,PP,PP1,3
31,1999,PJ,PJ4,3
39,1999,PJ,PJ1,2
37,1999,PP,PP4,4
33,1999,PP,PP4,4
35.5,2019,NP,NP1,4
33,2007,PJ,PJ6,4
27.3,2020,NP,NP1,3
34,2000,PJ,PJ3,3
43,2001,PJ,PJ3,3
40,1999,PP,PP3,3
39,1999,PP,PP3,4
34,2011,PJ,PJ2,3
17.5,2023,NP,NP5,1
41,2020,NP,NP1,3
41,2006,PJ,PJ2,2
36,1999,PJ,PJ4,3
28,2007,PJ,PJ3,3
32,2009,PJ,PJ3,4
40,2003,PJ,PJ2,5
43,2000,PP,PP4,3
21.3,2024,NP,NP5,1
21,2010,PJ,PJ6,4
24,1999,PJ,PJ4,3
38,2000,PP,PP1,3
29,2006,PJ,PJ1,2
24,2002,PJ,PJ2,3
37,1999,PP,PP2,3
37,1999,PP,PP1,3
20,2007,PJ,PJ3,4
36,1999,PP,PP3,4
24.1,2024,NP,NP3,1
35,2000,PP,PP2,3
40,1999,PJ,PJ2,2
34,2007,PJ,PJ2,3
34,1999,PP,PP2,4
36,1999,PP,PP2,3
44,2009,PJ,PJ2,4
25,2005,PJ,PJ2,4
42,2002,PJ,PJ2,3
24,2006,PJ,PJ3,4
39,2000,PP,PP3,3
19,2005,PJ,PJ2,4
38,2000,PP,PP1,3
37,2020,NP,NP1,3
26.9,2024,NP,NP7,3
30,2010,PJ,PJ2,3
19,2007,PJ,PJ1,4
34,2000,PJ,PJ2,3
34,1999,PP,PP2,3
28.4,2020,NP,NP1,3
32,2006,PJ,PJ1,4
38,1999,PP,PP3,3
27,2007,PJ,PJ1,4
39,2001,PJ,PJ2,2
35,1999,PP,PP2,3
42.3,2020,NP,NP1,3
32,2007,PJ,PJ6,3
42,2002,PJ,PJ3,1
14,2018,PP,PP1,3
19,2007,PJ,PJ6,4
41,2013,NP,NP1,2
44,1999,PP,PP3,3
40,1999,PJ,PJ3,3
32,2011,PJ,PJ6,4
38,2005,PJ,PJ2,4
30,2011,PJ,PJ6,1
25,2006,PJ,PJ2,2
27.2,2017,PP,PP1,3
31.8,2020,NP,NP1,3
38,1999,PP,PP4,4
32,2007,PJ,PJ1,4
33,1999,PP,PP1,3
37,1999,PP,PP3,4
33,1999,PP,PP2,4
34,1999,PP,PP4,4
34,1999,PJ,PJ4,3
28,2004,PJ,PJ1,3
30,2001,PJ,PJ2,2
